#  z  dl_cm  age_gyr  dl_K_sum
3.8830  1.06806665e+29  1.56735e+00  50.006
3.8840  1.06839350e+29  1.56687e+00  50.007
3.8850  1.06872037e+29  1.56640e+00  50.008
3.8860  1.06904725e+29  1.56592e+00  50.010
3.8870  1.06937415e+29  1.56544e+00  50.011
3.8880  1.06970105e+29  1.56496e+00  50.013
3.8890  1.07002797e+29  1.56448e+00  50.014
3.8900  1.07035489e+29  1.56401e+00  50.015
3.8910  1.07068183e+29  1.56353e+00  50.016
3.8920  1.07100878e+29  1.56305e+00  50.018
3.8930  1.07133575e+29  1.56258e+00  50.019
3.8940  1.07166272e+29  1.56210e+00  50.020
3.8950  1.07198971e+29  1.56162e+00  50.021
3.8960  1.07231670e+29  1.56115e+00  50.023
3.8970  1.07264371e+29  1.56067e+00  50.024
3.8980  1.07297073e+29  1.56020e+00  50.026
3.8990  1.07329777e+29  1.55972e+00  50.027
3.9000  1.07362481e+29  1.55925e+00  50.028
3.9010  1.07395187e+29  1.55877e+00  50.029
3.9020  1.07427894e+29  1.55830e+00  50.031
3.9030  1.07460602e+29  1.55782e+00  50.032
3.9040  1.07493311e+29  1.55735e+00  50.033
3.9050  1.07526021e+29  1.55688e+00  50.034
3.9060  1.07558732e+29  1.55640e+00  50.036
3.9070  1.07591445e+29  1.55593e+00  50.037
3.9080  1.07624159e+29  1.55546e+00  50.039
3.9090  1.07656874e+29  1.55498e+00  50.040
3.9100  1.07689590e+29  1.55451e+00  50.041
3.9110  1.07722307e+29  1.55404e+00  50.042
3.9120  1.07755025e+29  1.55357e+00  50.044
3.9130  1.07787745e+29  1.55309e+00  50.045
3.9140  1.07820466e+29  1.55262e+00  50.046
3.9150  1.07853188e+29  1.55215e+00  50.047
3.9160  1.07885911e+29  1.55168e+00  50.049
3.9170  1.07918635e+29  1.55121e+00  50.050
3.9180  1.07951360e+29  1.55074e+00  50.051
3.9190  1.07984087e+29  1.55027e+00  50.053
3.9200  1.08016814e+29  1.54980e+00  50.054
3.9210  1.08049543e+29  1.54933e+00  50.055
3.9220  1.08082273e+29  1.54886e+00  50.056
3.9230  1.08115004e+29  1.54839e+00  50.057
3.9240  1.08147737e+29  1.54792e+00  50.059
3.9250  1.08180470e+29  1.54745e+00  50.060
3.9260  1.08213205e+29  1.54698e+00  50.062
3.9270  1.08245941e+29  1.54651e+00  50.063
3.9280  1.08278677e+29  1.54604e+00  50.064
3.9290  1.08311416e+29  1.54558e+00  50.066
3.9300  1.08344155e+29  1.54511e+00  50.067
3.9310  1.08376895e+29  1.54464e+00  50.068
3.9320  1.08409637e+29  1.54417e+00  50.069
3.9330  1.08442379e+29  1.54371e+00  50.071
3.9340  1.08475123e+29  1.54324e+00  50.072
3.9350  1.08507868e+29  1.54277e+00  50.073
3.9360  1.08540614e+29  1.54231e+00  50.075
3.9370  1.08573362e+29  1.54184e+00  50.076
3.9380  1.08606110e+29  1.54137e+00  50.077
3.9390  1.08638860e+29  1.54091e+00  50.079
3.9400  1.08671611e+29  1.54044e+00  50.080
3.9410  1.08704363e+29  1.53998e+00  50.081
3.9420  1.08737116e+29  1.53951e+00  50.083
3.9430  1.08769870e+29  1.53905e+00  50.084
3.9440  1.08802625e+29  1.53858e+00  50.085
3.9450  1.08835382e+29  1.53812e+00  50.087
3.9460  1.08868139e+29  1.53765e+00  50.088
3.9470  1.08900898e+29  1.53719e+00  50.089
3.9480  1.08933658e+29  1.53673e+00  50.091
3.9490  1.08966419e+29  1.53626e+00  50.092
3.9500  1.08999182e+29  1.53580e+00  50.094
3.9510  1.09031945e+29  1.53534e+00  50.095
3.9520  1.09064709e+29  1.53487e+00  50.096
3.9530  1.09097475e+29  1.53441e+00  50.098
3.9540  1.09130242e+29  1.53395e+00  50.099
3.9550  1.09163010e+29  1.53349e+00  50.100
3.9560  1.09195779e+29  1.53303e+00  50.101
3.9570  1.09228549e+29  1.53256e+00  50.103
3.9580  1.09261321e+29  1.53210e+00  50.104
3.9590  1.09294093e+29  1.53164e+00  50.106
3.9600  1.09326867e+29  1.53118e+00  50.107
3.9610  1.09359642e+29  1.53072e+00  50.109
3.9620  1.09392418e+29  1.53026e+00  50.110
3.9630  1.09425195e+29  1.52980e+00  50.111
3.9640  1.09457973e+29  1.52934e+00  50.113
3.9650  1.09490753e+29  1.52888e+00  50.114
3.9660  1.09523533e+29  1.52842e+00  50.116
3.9670  1.09556315e+29  1.52796e+00  50.117
3.9680  1.09589098e+29  1.52750e+00  50.118
3.9690  1.09621882e+29  1.52704e+00  50.120
3.9700  1.09654667e+29  1.52659e+00  50.121
3.9710  1.09687453e+29  1.52613e+00  50.123
3.9720  1.09720241e+29  1.52567e+00  50.124
3.9730  1.09753029e+29  1.52521e+00  50.126
3.9740  1.09785819e+29  1.52475e+00  50.127
3.9750  1.09818610e+29  1.52430e+00  50.129
3.9760  1.09851402e+29  1.52384e+00  50.130
3.9770  1.09884195e+29  1.52338e+00  50.131
3.9780  1.09916989e+29  1.52293e+00  50.133
3.9790  1.09949784e+29  1.52247e+00  50.135
3.9800  1.09982581e+29  1.52201e+00  50.136
3.9810  1.10015378e+29  1.52156e+00  50.138
3.9820  1.10048177e+29  1.52110e+00  50.139
3.9830  1.10080977e+29  1.52064e+00  50.140
3.9840  1.10113778e+29  1.52019e+00  50.142
3.9850  1.10146580e+29  1.51973e+00  50.143
3.9860  1.10179383e+29  1.51928e+00  50.145
3.9870  1.10212188e+29  1.51882e+00  50.147
3.9880  1.10244993e+29  1.51837e+00  50.148
3.9890  1.10277800e+29  1.51792e+00  50.150
3.9900  1.10310608e+29  1.51746e+00  50.152
3.9910  1.10343417e+29  1.51701e+00  50.153
3.9920  1.10376227e+29  1.51655e+00  50.155
3.9930  1.10409038e+29  1.51610e+00  50.156
3.9940  1.10441851e+29  1.51565e+00  50.158
3.9950  1.10474664e+29  1.51519e+00  50.159
3.9960  1.10507479e+29  1.51474e+00  50.161
3.9970  1.10540294e+29  1.51429e+00  50.162
3.9980  1.10573111e+29  1.51384e+00  50.164
3.9990  1.10605929e+29  1.51339e+00  50.166
4.0000  1.10638748e+29  1.51293e+00  50.168
4.0010  1.10671569e+29  1.51248e+00  50.169
4.0020  1.10704390e+29  1.51203e+00  50.171
4.0030  1.10737213e+29  1.51158e+00  50.172
4.0040  1.10770036e+29  1.51113e+00  50.174
4.0050  1.10802861e+29  1.51068e+00  50.175
4.0060  1.10835687e+29  1.51023e+00  50.177
4.0070  1.10868514e+29  1.50978e+00  50.179
4.0080  1.10901342e+29  1.50933e+00  50.180
4.0090  1.10934171e+29  1.50888e+00  50.182
4.0100  1.10967002e+29  1.50843e+00  50.184
4.0110  1.10999833e+29  1.50798e+00  50.186
4.0120  1.11032666e+29  1.50753e+00  50.187
4.0130  1.11065500e+29  1.50708e+00  50.189
4.0140  1.11098334e+29  1.50663e+00  50.191
4.0150  1.11131170e+29  1.50618e+00  50.192
4.0160  1.11164008e+29  1.50573e+00  50.194
4.0170  1.11196846e+29  1.50529e+00  50.195
4.0180  1.11229685e+29  1.50484e+00  50.197
4.0190  1.11262526e+29  1.50439e+00  50.199
4.0200  1.11295367e+29  1.50394e+00  50.200
4.0210  1.11328210e+29  1.50350e+00  50.202
4.0220  1.11361054e+29  1.50305e+00  50.204
4.0230  1.11393899e+29  1.50260e+00  50.206
4.0240  1.11426745e+29  1.50216e+00  50.207
4.0250  1.11459592e+29  1.50171e+00  50.208
4.0260  1.11492440e+29  1.50126e+00  50.210
4.0270  1.11525290e+29  1.50082e+00  50.212
4.0280  1.11558140e+29  1.50037e+00  50.213
4.0290  1.11590992e+29  1.49993e+00  50.215
4.0300  1.11623845e+29  1.49948e+00  50.217
4.0310  1.11656699e+29  1.49904e+00  50.218
4.0320  1.11689554e+29  1.49859e+00  50.220
4.0330  1.11722410e+29  1.49815e+00  50.222
4.0340  1.11755267e+29  1.49770e+00  50.223
4.0350  1.11788126e+29  1.49726e+00  50.225
4.0360  1.11820985e+29  1.49682e+00  50.227
4.0370  1.11853846e+29  1.49637e+00  50.228
4.0380  1.11886708e+29  1.49593e+00  50.230
4.0390  1.11919570e+29  1.49549e+00  50.231
4.0400  1.11952434e+29  1.49504e+00  50.233
4.0410  1.11985299e+29  1.49460e+00  50.235
4.0420  1.12018166e+29  1.49416e+00  50.237
4.0430  1.12051033e+29  1.49372e+00  50.238
4.0440  1.12083901e+29  1.49327e+00  50.240
4.0450  1.12116771e+29  1.49283e+00  50.242
4.0460  1.12149642e+29  1.49239e+00  50.243
4.0470  1.12182513e+29  1.49195e+00  50.245
4.0480  1.12215386e+29  1.49151e+00  50.246
4.0490  1.12248260e+29  1.49107e+00  50.248
4.0500  1.12281135e+29  1.49062e+00  50.250
4.0510  1.12314011e+29  1.49018e+00  50.252
4.0520  1.12346889e+29  1.48974e+00  50.253
4.0530  1.12379767e+29  1.48930e+00  50.255
4.0540  1.12412647e+29  1.48886e+00  50.257
4.0550  1.12445527e+29  1.48842e+00  50.259
4.0560  1.12478409e+29  1.48798e+00  50.261
4.0570  1.12511292e+29  1.48755e+00  50.262
4.0580  1.12544176e+29  1.48711e+00  50.264
4.0590  1.12577061e+29  1.48667e+00  50.266
4.0600  1.12609947e+29  1.48623e+00  50.267
4.0610  1.12642834e+29  1.48579e+00  50.269
4.0620  1.12675723e+29  1.48535e+00  50.271
4.0630  1.12708612e+29  1.48491e+00  50.273
4.0640  1.12741503e+29  1.48448e+00  50.275
4.0650  1.12774394e+29  1.48404e+00  50.277
4.0660  1.12807287e+29  1.48360e+00  50.279
4.0670  1.12840181e+29  1.48316e+00  50.280
4.0680  1.12873076e+29  1.48273e+00  50.282
4.0690  1.12905972e+29  1.48229e+00  50.283
4.0700  1.12938869e+29  1.48185e+00  50.285
4.0710  1.12971768e+29  1.48142e+00  50.287
4.0720  1.13004667e+29  1.48098e+00  50.290
4.0730  1.13037568e+29  1.48055e+00  50.292
4.0740  1.13070469e+29  1.48011e+00  50.294
4.0750  1.13103372e+29  1.47967e+00  50.295
4.0760  1.13136276e+29  1.47924e+00  50.297
4.0770  1.13169181e+29  1.47880e+00  50.299
4.0780  1.13202087e+29  1.47837e+00  50.301
4.0790  1.13234994e+29  1.47793e+00  50.303
4.0800  1.13267902e+29  1.47750e+00  50.305
4.0810  1.13300811e+29  1.47707e+00  50.307
4.0820  1.13333722e+29  1.47663e+00  50.308
4.0830  1.13366633e+29  1.47620e+00  50.310
4.0840  1.13399546e+29  1.47576e+00  50.313
4.0850  1.13432460e+29  1.47533e+00  50.315
4.0860  1.13465374e+29  1.47490e+00  50.317
4.0870  1.13498290e+29  1.47446e+00  50.319
4.0880  1.13531207e+29  1.47403e+00  50.320
4.0890  1.13564125e+29  1.47360e+00  50.322
4.0900  1.13597045e+29  1.47317e+00  50.324
4.0910  1.13629965e+29  1.47274e+00  50.326
4.0920  1.13662886e+29  1.47230e+00  50.328
4.0930  1.13695809e+29  1.47187e+00  50.330
4.0940  1.13728732e+29  1.47144e+00  50.332
4.0950  1.13761657e+29  1.47101e+00  50.334
4.0960  1.13794583e+29  1.47058e+00  50.336
4.0970  1.13827510e+29  1.47015e+00  50.338
4.0980  1.13860438e+29  1.46972e+00  50.340
4.0990  1.13893367e+29  1.46929e+00  50.342
4.1000  1.13926297e+29  1.46886e+00  50.344
4.1010  1.13959228e+29  1.46843e+00  50.346
4.1020  1.13992160e+29  1.46800e+00  50.348
4.1030  1.14025094e+29  1.46757e+00  50.350
4.1040  1.14058028e+29  1.46714e+00  50.352
4.1050  1.14090964e+29  1.46671e+00  50.354
4.1060  1.14123901e+29  1.46628e+00  50.356
4.1070  1.14156838e+29  1.46585e+00  50.358
4.1080  1.14189777e+29  1.46542e+00  50.360
4.1090  1.14222717e+29  1.46499e+00  50.362
4.1100  1.14255658e+29  1.46457e+00  50.364
4.1110  1.14288600e+29  1.46414e+00  50.366
4.1120  1.14321544e+29  1.46371e+00  50.368
4.1130  1.14354488e+29  1.46328e+00  50.370
4.1140  1.14387433e+29  1.46286e+00  50.372
4.1150  1.14420380e+29  1.46243e+00  50.374
4.1160  1.14453327e+29  1.46200e+00  50.376
4.1170  1.14486276e+29  1.46157e+00  50.378
4.1180  1.14519226e+29  1.46115e+00  50.380
4.1190  1.14552177e+29  1.46072e+00  50.382
4.1200  1.14585128e+29  1.46030e+00  50.384
4.1210  1.14618081e+29  1.45987e+00  50.386
4.1220  1.14651036e+29  1.45944e+00  50.388
4.1230  1.14683991e+29  1.45902e+00  50.389
4.1240  1.14716947e+29  1.45859e+00  50.391
4.1250  1.14749904e+29  1.45817e+00  50.393
4.1260  1.14782863e+29  1.45774e+00  50.395
4.1270  1.14815822e+29  1.45732e+00  50.397
4.1280  1.14848783e+29  1.45689e+00  50.399
4.1290  1.14881745e+29  1.45647e+00  50.401
4.1300  1.14914707e+29  1.45605e+00  50.403
4.1310  1.14947671e+29  1.45562e+00  50.405
4.1320  1.14980636e+29  1.45520e+00  50.407
4.1330  1.15013602e+29  1.45478e+00  50.408
4.1340  1.15046569e+29  1.45435e+00  50.410
4.1350  1.15079537e+29  1.45393e+00  50.412
4.1360  1.15112507e+29  1.45351e+00  50.414
4.1370  1.15145477e+29  1.45308e+00  50.416
4.1380  1.15178448e+29  1.45266e+00  50.418
4.1390  1.15211421e+29  1.45224e+00  50.420
4.1400  1.15244394e+29  1.45182e+00  50.422
4.1410  1.15277369e+29  1.45140e+00  50.424
4.1420  1.15310345e+29  1.45097e+00  50.426
4.1430  1.15343321e+29  1.45055e+00  50.428
4.1440  1.15376299e+29  1.45013e+00  50.429
4.1450  1.15409278e+29  1.44971e+00  50.431
4.1460  1.15442258e+29  1.44929e+00  50.433
4.1470  1.15475239e+29  1.44887e+00  50.435
4.1480  1.15508222e+29  1.44845e+00  50.436
4.1490  1.15541205e+29  1.44803e+00  50.438
4.1500  1.15574189e+29  1.44761e+00  50.440
4.1510  1.15607175e+29  1.44719e+00  50.442
4.1520  1.15640161e+29  1.44677e+00  50.444
4.1530  1.15673149e+29  1.44635e+00  50.446
4.1540  1.15706137e+29  1.44593e+00  50.448
4.1550  1.15739127e+29  1.44551e+00  50.449
4.1560  1.15772118e+29  1.44509e+00  50.451
4.1570  1.15805110e+29  1.44468e+00  50.453
4.1580  1.15838103e+29  1.44426e+00  50.455
4.1590  1.15871097e+29  1.44384e+00  50.457
4.1600  1.15904092e+29  1.44342e+00  50.459
4.1610  1.15937088e+29  1.44300e+00  50.461
4.1620  1.15970085e+29  1.44259e+00  50.462
4.1630  1.16003083e+29  1.44217e+00  50.464
4.1640  1.16036083e+29  1.44175e+00  50.466
4.1650  1.16069083e+29  1.44133e+00  50.468
4.1660  1.16102084e+29  1.44092e+00  50.470
4.1670  1.16135087e+29  1.44050e+00  50.471
4.1680  1.16168091e+29  1.44008e+00  50.473
4.1690  1.16201095e+29  1.43967e+00  50.475
4.1700  1.16234101e+29  1.43925e+00  50.477
4.1710  1.16267108e+29  1.43884e+00  50.478
4.1720  1.16300116e+29  1.43842e+00  50.480
4.1730  1.16333125e+29  1.43801e+00  50.482
4.1740  1.16366135e+29  1.43759e+00  50.484
4.1750  1.16399146e+29  1.43718e+00  50.486
4.1760  1.16432158e+29  1.43676e+00  50.487
4.1770  1.16465171e+29  1.43635e+00  50.489
4.1780  1.16498186e+29  1.43593e+00  50.490
4.1790  1.16531201e+29  1.43552e+00  50.492
4.1800  1.16564218e+29  1.43510e+00  50.494
4.1810  1.16597235e+29  1.43469e+00  50.496
4.1820  1.16630254e+29  1.43428e+00  50.497
4.1830  1.16663273e+29  1.43386e+00  50.499
4.1840  1.16696294e+29  1.43345e+00  50.501
4.1850  1.16729316e+29  1.43304e+00  50.503
4.1860  1.16762339e+29  1.43262e+00  50.504
4.1870  1.16795362e+29  1.43221e+00  50.506
4.1880  1.16828387e+29  1.43180e+00  50.508
4.1890  1.16861413e+29  1.43139e+00  50.509
4.1900  1.16894441e+29  1.43098e+00  50.511
4.1910  1.16927469e+29  1.43056e+00  50.512
4.1920  1.16960498e+29  1.43015e+00  50.514
4.1930  1.16993528e+29  1.42974e+00  50.515
4.1940  1.17026559e+29  1.42933e+00  50.517
4.1950  1.17059592e+29  1.42892e+00  50.519
4.1960  1.17092625e+29  1.42851e+00  50.521
4.1970  1.17125660e+29  1.42810e+00  50.522
4.1980  1.17158695e+29  1.42769e+00  50.524
4.1990  1.17191732e+29  1.42728e+00  50.525
4.2000  1.17224770e+29  1.42687e+00  50.527
4.2010  1.17257808e+29  1.42646e+00  50.528
4.2020  1.17290848e+29  1.42605e+00  50.530
4.2030  1.17323889e+29  1.42564e+00  50.531
4.2040  1.17356931e+29  1.42523e+00  50.533
4.2050  1.17389974e+29  1.42482e+00  50.535
4.2060  1.17423018e+29  1.42441e+00  50.536
4.2070  1.17456063e+29  1.42400e+00  50.538
4.2080  1.17489109e+29  1.42359e+00  50.539
4.2090  1.17522156e+29  1.42319e+00  50.541
4.2100  1.17555205e+29  1.42278e+00  50.542
4.2110  1.17588254e+29  1.42237e+00  50.544
4.2120  1.17621304e+29  1.42196e+00  50.545
4.2130  1.17654356e+29  1.42155e+00  50.547
4.2140  1.17687408e+29  1.42115e+00  50.548
4.2150  1.17720462e+29  1.42074e+00  50.550
4.2160  1.17753516e+29  1.42033e+00  50.551
4.2170  1.17786572e+29  1.41993e+00  50.553
4.2180  1.17819629e+29  1.41952e+00  50.555
4.2190  1.17852686e+29  1.41911e+00  50.556
4.2200  1.17885745e+29  1.41871e+00  50.558
4.2210  1.17918805e+29  1.41830e+00  50.559
4.2220  1.17951866e+29  1.41790e+00  50.560
4.2230  1.17984928e+29  1.41749e+00  50.562
4.2240  1.18017991e+29  1.41708e+00  50.563
4.2250  1.18051055e+29  1.41668e+00  50.565
4.2260  1.18084120e+29  1.41627e+00  50.566
4.2270  1.18117186e+29  1.41587e+00  50.568
4.2280  1.18150253e+29  1.41547e+00  50.569
4.2290  1.18183321e+29  1.41506e+00  50.571
4.2300  1.18216391e+29  1.41466e+00  50.572
4.2310  1.18249461e+29  1.41425e+00  50.574
4.2320  1.18282533e+29  1.41385e+00  50.575
4.2330  1.18315605e+29  1.41345e+00  50.576
4.2340  1.18348678e+29  1.41304e+00  50.578
4.2350  1.18381753e+29  1.41264e+00  50.579
4.2360  1.18414829e+29  1.41224e+00  50.581
4.2370  1.18447905e+29  1.41183e+00  50.582
4.2380  1.18480983e+29  1.41143e+00  50.583
4.2390  1.18514062e+29  1.41103e+00  50.585
4.2400  1.18547141e+29  1.41063e+00  50.586
4.2410  1.18580222e+29  1.41022e+00  50.588
4.2420  1.18613304e+29  1.40982e+00  50.589
4.2430  1.18646387e+29  1.40942e+00  50.590
4.2440  1.18679471e+29  1.40902e+00  50.591
4.2450  1.18712556e+29  1.40862e+00  50.593
4.2460  1.18745642e+29  1.40822e+00  50.594
4.2470  1.18778729e+29  1.40781e+00  50.595
4.2480  1.18811817e+29  1.40741e+00  50.597
4.2490  1.18844906e+29  1.40701e+00  50.598
4.2500  1.18877996e+29  1.40661e+00  50.599
4.2510  1.18911088e+29  1.40621e+00  50.601
4.2520  1.18944180e+29  1.40581e+00  50.602
4.2530  1.18977273e+29  1.40541e+00  50.603
4.2540  1.19010368e+29  1.40501e+00  50.604
4.2550  1.19043463e+29  1.40461e+00  50.605
4.2560  1.19076560e+29  1.40421e+00  50.607
4.2570  1.19109657e+29  1.40381e+00  50.608
4.2580  1.19142756e+29  1.40342e+00  50.609
4.2590  1.19175855e+29  1.40302e+00  50.610
4.2600  1.19208956e+29  1.40262e+00  50.611
4.2610  1.19242057e+29  1.40222e+00  50.613
4.2620  1.19275160e+29  1.40182e+00  50.614
4.2630  1.19308264e+29  1.40142e+00  50.615
4.2640  1.19341369e+29  1.40103e+00  50.616
4.2650  1.19374475e+29  1.40063e+00  50.617
4.2660  1.19407581e+29  1.40023e+00  50.618
4.2670  1.19440689e+29  1.39983e+00  50.620
4.2680  1.19473798e+29  1.39944e+00  50.621
4.2690  1.19506908e+29  1.39904e+00  50.622
4.2700  1.19540019e+29  1.39864e+00  50.623
4.2710  1.19573131e+29  1.39825e+00  50.624
4.2720  1.19606244e+29  1.39785e+00  50.625
4.2730  1.19639358e+29  1.39746e+00  50.626
4.2740  1.19672473e+29  1.39706e+00  50.627
4.2750  1.19705590e+29  1.39666e+00  50.628
4.2760  1.19738707e+29  1.39627e+00  50.629
4.2770  1.19771825e+29  1.39587e+00  50.630
4.2780  1.19804944e+29  1.39548e+00  50.632
4.2790  1.19838065e+29  1.39508e+00  50.633
4.2800  1.19871186e+29  1.39469e+00  50.634
4.2810  1.19904308e+29  1.39429e+00  50.635
4.2820  1.19937432e+29  1.39390e+00  50.636
4.2830  1.19970556e+29  1.39350e+00  50.637
4.2840  1.20003682e+29  1.39311e+00  50.638
4.2850  1.20036808e+29  1.39272e+00  50.639
4.2860  1.20069936e+29  1.39232e+00  50.640
4.2870  1.20103064e+29  1.39193e+00  50.641
4.2880  1.20136194e+29  1.39154e+00  50.642
4.2890  1.20169324e+29  1.39114e+00  50.643
4.2900  1.20202456e+29  1.39075e+00  50.644
4.2910  1.20235589e+29  1.39036e+00  50.645
4.2920  1.20268723e+29  1.38996e+00  50.646
4.2930  1.20301857e+29  1.38957e+00  50.647
4.2940  1.20334993e+29  1.38918e+00  50.648
4.2950  1.20368130e+29  1.38879e+00  50.649
4.2960  1.20401268e+29  1.38840e+00  50.650
4.2970  1.20434407e+29  1.38800e+00  50.651
4.2980  1.20467546e+29  1.38761e+00  50.652
4.2990  1.20500687e+29  1.38722e+00  50.653
4.3000  1.20533829e+29  1.38683e+00  50.653
4.3010  1.20566972e+29  1.38644e+00  50.654
4.3020  1.20600116e+29  1.38605e+00  50.655
4.3030  1.20633261e+29  1.38566e+00  50.656
4.3040  1.20666407e+29  1.38527e+00  50.657
4.3050  1.20699554e+29  1.38488e+00  50.658
4.3060  1.20732702e+29  1.38449e+00  50.659
4.3070  1.20765852e+29  1.38410e+00  50.660
4.3080  1.20799002e+29  1.38371e+00  50.661
4.3090  1.20832153e+29  1.38332e+00  50.662
4.3100  1.20865305e+29  1.38293e+00  50.662
4.3110  1.20898458e+29  1.38254e+00  50.663
4.3120  1.20931612e+29  1.38215e+00  50.664
4.3130  1.20964768e+29  1.38176e+00  50.665
4.3140  1.20997924e+29  1.38137e+00  50.666
4.3150  1.21031081e+29  1.38099e+00  50.667
4.3160  1.21064240e+29  1.38060e+00  50.667
4.3170  1.21097399e+29  1.38021e+00  50.668
4.3180  1.21130559e+29  1.37982e+00  50.669
4.3190  1.21163721e+29  1.37943e+00  50.670
4.3200  1.21196883e+29  1.37905e+00  50.670
4.3210  1.21230047e+29  1.37866e+00  50.671
4.3220  1.21263211e+29  1.37827e+00  50.672
4.3230  1.21296376e+29  1.37789e+00  50.673
4.3240  1.21329543e+29  1.37750e+00  50.673
4.3250  1.21362710e+29  1.37711e+00  50.674
4.3260  1.21395879e+29  1.37673e+00  50.675
4.3270  1.21429049e+29  1.37634e+00  50.676
4.3280  1.21462219e+29  1.37595e+00  50.676
4.3290  1.21495391e+29  1.37557e+00  50.677
4.3300  1.21528563e+29  1.37518e+00  50.677
4.3310  1.21561737e+29  1.37480e+00  50.678
4.3320  1.21594912e+29  1.37441e+00  50.679
4.3330  1.21628087e+29  1.37403e+00  50.679
4.3340  1.21661264e+29  1.37364e+00  50.680
4.3350  1.21694442e+29  1.37326e+00  50.681
4.3360  1.21727620e+29  1.37287e+00  50.681
4.3370  1.21760800e+29  1.37249e+00  50.682
4.3380  1.21793981e+29  1.37210e+00  50.682
4.3390  1.21827162e+29  1.37172e+00  50.683
4.3400  1.21860345e+29  1.37133e+00  50.683
4.3410  1.21893529e+29  1.37095e+00  50.684
4.3420  1.21926714e+29  1.37057e+00  50.685
4.3430  1.21959899e+29  1.37018e+00  50.685
4.3440  1.21993086e+29  1.36980e+00  50.686
4.3450  1.22026274e+29  1.36942e+00  50.686
4.3460  1.22059463e+29  1.36903e+00  50.687
4.3470  1.22092653e+29  1.36865e+00  50.687
4.3480  1.22125844e+29  1.36827e+00  50.688
4.3490  1.22159036e+29  1.36789e+00  50.688
4.3500  1.22192228e+29  1.36751e+00  50.689
4.3510  1.22225422e+29  1.36712e+00  50.689
4.3520  1.22258617e+29  1.36674e+00  50.689
4.3530  1.22291813e+29  1.36636e+00  50.690
4.3540  1.22325010e+29  1.36598e+00  50.690
4.3550  1.22358208e+29  1.36560e+00  50.691
4.3560  1.22391407e+29  1.36522e+00  50.691
4.3570  1.22424607e+29  1.36484e+00  50.692
4.3580  1.22457808e+29  1.36445e+00  50.692
4.3590  1.22491010e+29  1.36407e+00  50.692
4.3600  1.22524213e+29  1.36369e+00  50.693
4.3610  1.22557417e+29  1.36331e+00  50.693
4.3620  1.22590622e+29  1.36293e+00  50.693
4.3630  1.22623828e+29  1.36255e+00  50.694
4.3640  1.22657035e+29  1.36217e+00  50.694
4.3650  1.22690243e+29  1.36179e+00  50.694
4.3660  1.22723452e+29  1.36142e+00  50.695
4.3670  1.22756662e+29  1.36104e+00  50.695
4.3680  1.22789873e+29  1.36066e+00  50.695
4.3690  1.22823085e+29  1.36028e+00  50.696
4.3700  1.22856298e+29  1.35990e+00  50.696
4.3710  1.22889512e+29  1.35952e+00  50.696
4.3720  1.22922727e+29  1.35914e+00  50.696
4.3730  1.22955943e+29  1.35877e+00  50.697
4.3740  1.22989160e+29  1.35839e+00  50.697
4.3750  1.23022378e+29  1.35801e+00  50.697
4.3760  1.23055597e+29  1.35763e+00  50.697
4.3770  1.23088818e+29  1.35725e+00  50.698
4.3780  1.23122039e+29  1.35688e+00  50.698
4.3790  1.23155261e+29  1.35650e+00  50.698
4.3800  1.23188484e+29  1.35612e+00  50.698
4.3810  1.23221708e+29  1.35575e+00  50.699
4.3820  1.23254933e+29  1.35537e+00  50.699
4.3830  1.23288159e+29  1.35499e+00  50.699
4.3840  1.23321386e+29  1.35462e+00  50.699
4.3850  1.23354614e+29  1.35424e+00  50.700
4.3860  1.23387843e+29  1.35387e+00  50.700
4.3870  1.23421073e+29  1.35349e+00  50.700
4.3880  1.23454305e+29  1.35312e+00  50.700
4.3890  1.23487537e+29  1.35274e+00  50.700
4.3900  1.23520770e+29  1.35236e+00  50.701
4.3910  1.23554004e+29  1.35199e+00  50.701
4.3920  1.23587239e+29  1.35161e+00  50.701
4.3930  1.23620475e+29  1.35124e+00  50.701
4.3940  1.23653712e+29  1.35087e+00  50.702
4.3950  1.23686950e+29  1.35049e+00  50.702
4.3960  1.23720189e+29  1.35012e+00  50.702
4.3970  1.23753429e+29  1.34974e+00  50.702
4.3980  1.23786671e+29  1.34937e+00  50.702
4.3990  1.23819913e+29  1.34900e+00  50.703
4.4000  1.23853156e+29  1.34862e+00  50.703
4.4010  1.23886400e+29  1.34825e+00  50.703
4.4020  1.23919645e+29  1.34788e+00  50.703
4.4030  1.23952891e+29  1.34750e+00  50.703
4.4040  1.23986138e+29  1.34713e+00  50.704
4.4050  1.24019386e+29  1.34676e+00  50.704
4.4060  1.24052635e+29  1.34639e+00  50.704
4.4070  1.24085885e+29  1.34601e+00  50.704
4.4080  1.24119136e+29  1.34564e+00  50.705
4.4090  1.24152388e+29  1.34527e+00  50.705
4.4100  1.24185641e+29  1.34490e+00  50.705
4.4110  1.24218895e+29  1.34453e+00  50.705
4.4120  1.24252150e+29  1.34416e+00  50.706
4.4130  1.24285406e+29  1.34378e+00  50.706
4.4140  1.24318663e+29  1.34341e+00  50.706
4.4150  1.24351921e+29  1.34304e+00  50.706
4.4160  1.24385180e+29  1.34267e+00  50.707
4.4170  1.24418440e+29  1.34230e+00  50.707
4.4180  1.24451701e+29  1.34193e+00  50.707
4.4190  1.24484963e+29  1.34156e+00  50.708
